date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:03:57	127167/127167	U-----	200	untouched ('')	application/javascript	etag:W/%223c904550855e80703d6d7eb8522519e6%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.0f8a2bd6.bundle.min.js	C:/My%20Web%20Sites/Portoflio/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.0f8a2bd6.bundle.min.js	(from https://www.testrina.com/)
17:03:57	267505/267505	U-----	200	untouched ('')	application/javascript	etag:W/%2277600efd98bf03bb3ad4b18d2467e1d1%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.35e2fa6d.bundle.min.js	C:/My%20Web%20Sites/Portoflio/static.parastorage.com/services/wix-thunderbolt/dist/main.35e2fa6d.bundle.min.js	(from https://www.testrina.com/)
17:03:57	244/244	U-----	200	untouched ('')	text/xml	etag:W/%22f4-RRDhfCtM3Hdg54iW6IbNg1zmXhM%22	https://www.testrina.com/sitemap.xml	C:/My%20Web%20Sites/Portoflio/www.testrina.com/sitemap.xml	(from https://www.testrina.com/)
17:03:57	73015/73015	U-----	200	untouched ('')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/Portoflio/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.testrina.com/)
17:03:57	2486/2486	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Mar%202025%2022:03:57%20GMT	https://www.testrina.com/media/emptystate.85a4add5.svg	C:/My%20Web%20Sites/Portoflio/www.testrina.com/media/emptystate.85a4add5.18.delayed	(from https://www.testrina.com/work)
17:03:57	10751/10751	U-----	200	untouched ('')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/My%20Web%20Sites/Portoflio/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://www.testrina.com/)
17:03:57	131835/131835	U-----	200	untouched ('')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/My%20Web%20Sites/Portoflio/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://www.testrina.com/)
17:03:57	5943/5943	U-----	200	untouched ('')	application/javascript	etag:W/%2217261684e539753369be14d859077377%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/My%20Web%20Sites/Portoflio/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://www.testrina.com/)
17:03:57	9582/9582	U-----	200	untouched ('')	application/javascript	etag:W/%226f1af620740f6e8d6851e2794ba694d0%22	https://static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/Portoflio/static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	(from https://www.testrina.com/)
17:03:58	2485/2485	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Mar%202025%2022:03:57%20GMT	https://www.testrina.com/_files/ugd/4c2a10_2d427225c10448c8a4149349c61bb64f.pdf	C:/My%20Web%20Sites/Portoflio/www.testrina.com/_files/ugd/4c2a10_2d427225c10448c8a4149349c61bb64f.3a.delayed	(from https://www.testrina.com/about)
17:03:58	17696/17696	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:25%20GMT	https://static.wixstatic.com/media/4c2a10_74b52c91339f48a9a57b869acb24f487~mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_74b52c91339f48a9a57b869acb24f487~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_74b52c91339f48a9a57b869acb24f487_mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_74b52c91339f48a9a57b869acb24f487_mv2.jpg	(from https://www.testrina.com/work)
17:03:58	19362/19362	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:25%20GMT	https://static.wixstatic.com/media/4c2a10_3634a52dff9a4c3bbc3fd22bf9ed420a~mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_3634a52dff9a4c3bbc3fd22bf9ed420a~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_3634a52dff9a4c3bbc3fd22bf9ed420a_mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_3634a52dff9a4c3bbc3fd22bf9ed420a_mv2.jpg	(from https://www.testrina.com/work)
17:05:07	2618/2618	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:24%20GMT	https://static.wixstatic.com/media/4c2a10_74b52c91339f48a9a57b869acb24f487~mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_74b52c91339f48a9a57b869acb24f487~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_74b52c91339f48a9a57b869acb24f487_mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_74b52c91339f48a9a57b869acb24f487_mv2.jpg	(from https://www.testrina.com/work)
17:05:07	2003/2003	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:25%20GMT	https://static.wixstatic.com/media/4c2a10_3634a52dff9a4c3bbc3fd22bf9ed420a~mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_3634a52dff9a4c3bbc3fd22bf9ed420a~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_3634a52dff9a4c3bbc3fd22bf9ed420a_mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_3634a52dff9a4c3bbc3fd22bf9ed420a_mv2.jpg	(from https://www.testrina.com/work)
17:05:07	2591/2591	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:26%20GMT	https://static.wixstatic.com/media/4c2a10_a7809b74fa9546f39d983828c1741340~mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_a7809b74fa9546f39d983828c1741340~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_a7809b74fa9546f39d983828c1741340_mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_a7809b74fa9546f39d983828c1741340_mv2.jpg	(from https://www.testrina.com/work)
17:05:07	11739/11739	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:26%20GMT	https://static.wixstatic.com/media/4c2a10_a7809b74fa9546f39d983828c1741340~mv2.jpg/v1/fill/w_248,h_248,q_90,enc_avif,quality_auto/4c2a10_a7809b74fa9546f39d983828c1741340~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_a7809b74fa9546f39d983828c1741340_mv2.jpg/v1/fill/w_248,h_248,q_90,enc_avif,quality_auto/4c2a10_a7809b74fa9546f39d983828c1741340_mv2.jpg	(from https://www.testrina.com/work)
17:05:07	2880/2880	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:26%20GMT	https://static.wixstatic.com/media/4c2a10_492514db0cf14ac39f3f841a5a65494a~mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_492514db0cf14ac39f3f841a5a65494a~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_492514db0cf14ac39f3f841a5a65494a_mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_492514db0cf14ac39f3f841a5a65494a_mv2.jpg	(from https://www.testrina.com/work)
17:05:07	10579/10579	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:27%20GMT	https://static.wixstatic.com/media/4c2a10_492514db0cf14ac39f3f841a5a65494a~mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_492514db0cf14ac39f3f841a5a65494a~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_492514db0cf14ac39f3f841a5a65494a_mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_492514db0cf14ac39f3f841a5a65494a_mv2.jpg	(from https://www.testrina.com/work)
17:05:08	1888/1888	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:27%20GMT	https://static.wixstatic.com/media/4c2a10_87b707eeba174b1887486a6271cc8609~mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_87b707eeba174b1887486a6271cc8609~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_87b707eeba174b1887486a6271cc8609_mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_87b707eeba174b1887486a6271cc8609_mv2.jpg	(from https://www.testrina.com/work)
17:05:38	2132/2132	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:27%20GMT	https://static.wixstatic.com/media/4c2a10_2ae9174eec7b4fdfa29ff4359d078b75~mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_2ae9174eec7b4fdfa29ff4359d078b75~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_2ae9174eec7b4fdfa29ff4359d078b75_mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_2ae9174eec7b4fdfa29ff4359d078b75_mv2.jpg	(from https://www.testrina.com/work)
17:05:39	21220/21220	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:28%20GMT	https://static.wixstatic.com/media/4c2a10_2616e9178b724de0b075932b6e565880~mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_2616e9178b724de0b075932b6e565880~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_2616e9178b724de0b075932b6e565880_mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_2616e9178b724de0b075932b6e565880_mv2.jpg	(from https://www.testrina.com/work)
17:05:39	10368/10368	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:27%20GMT	https://static.wixstatic.com/media/4c2a10_87b707eeba174b1887486a6271cc8609~mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_87b707eeba174b1887486a6271cc8609~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_87b707eeba174b1887486a6271cc8609_mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_87b707eeba174b1887486a6271cc8609_mv2.jpg	(from https://www.testrina.com/work)
17:06:17	2378/2378	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:28%20GMT	https://static.wixstatic.com/media/4c2a10_2616e9178b724de0b075932b6e565880~mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_2616e9178b724de0b075932b6e565880~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_2616e9178b724de0b075932b6e565880_mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_2616e9178b724de0b075932b6e565880_mv2.jpg	(from https://www.testrina.com/work)
17:06:18	10179/10179	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:28%20GMT	https://static.wixstatic.com/media/4c2a10_2ae9174eec7b4fdfa29ff4359d078b75~mv2.jpg/v1/fill/w_248,h_248,q_90,enc_avif,quality_auto/4c2a10_2ae9174eec7b4fdfa29ff4359d078b75~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_2ae9174eec7b4fdfa29ff4359d078b75_mv2.jpg/v1/fill/w_248,h_248,q_90,enc_avif,quality_auto/4c2a10_2ae9174eec7b4fdfa29ff4359d078b75_mv2.jpg	(from https://www.testrina.com/work)
17:06:18	2617/2617	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:29%20GMT	https://static.wixstatic.com/media/4c2a10_1b71b9ffc9b54b468521bc4177059b83~mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_1b71b9ffc9b54b468521bc4177059b83~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_1b71b9ffc9b54b468521bc4177059b83_mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_1b71b9ffc9b54b468521bc4177059b83_mv2.jpg	(from https://www.testrina.com/work)
17:06:18	6733849/6733849	U-----	200	untouched ('')	image/gif	etag:%2214894f968cd1f3e661f6332f41d83971%22	https://static.wixstatic.com/media/4c2a10_c076702ca5f5435fbe7c402d6f2708ad~mv2.gif/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_c076702ca5f5435fbe7c402d6f2708ad~mv2.gif	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_c076702ca5f5435fbe7c402d6f2708ad_mv2.gif/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_c076702ca5f5435fbe7c402d6f2708ad_mv2.gif	(from https://www.testrina.com/work)
17:06:57	13078/13078	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:29%20GMT	https://static.wixstatic.com/media/4c2a10_1b71b9ffc9b54b468521bc4177059b83~mv2.jpg/v1/fill/w_248,h_248,q_90,enc_avif,quality_auto/4c2a10_1b71b9ffc9b54b468521bc4177059b83~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_1b71b9ffc9b54b468521bc4177059b83_mv2.jpg/v1/fill/w_248,h_248,q_90,enc_avif,quality_auto/4c2a10_1b71b9ffc9b54b468521bc4177059b83_mv2.jpg	(from https://www.testrina.com/work)
17:06:57	19556/19556	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:30%20GMT	https://static.wixstatic.com/media/4c2a10_9c67f78af1bc44afbf1f44108e929fb9~mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_9c67f78af1bc44afbf1f44108e929fb9~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_9c67f78af1bc44afbf1f44108e929fb9_mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_9c67f78af1bc44afbf1f44108e929fb9_mv2.jpg	(from https://www.testrina.com/work)
17:07:28	1970/1970	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:29%20GMT	https://static.wixstatic.com/media/4c2a10_7d0cc8b322534dc99e72ed41fa666879~mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_7d0cc8b322534dc99e72ed41fa666879~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_7d0cc8b322534dc99e72ed41fa666879_mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_7d0cc8b322534dc99e72ed41fa666879_mv2.jpg	(from https://www.testrina.com/work)
17:07:29	2173/2173	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:30%20GMT	https://static.wixstatic.com/media/4c2a10_9c67f78af1bc44afbf1f44108e929fb9~mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_9c67f78af1bc44afbf1f44108e929fb9~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_9c67f78af1bc44afbf1f44108e929fb9_mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_9c67f78af1bc44afbf1f44108e929fb9_mv2.jpg	(from https://www.testrina.com/work)
17:07:30	13447/13447	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:30%20GMT	https://static.wixstatic.com/media/4c2a10_7d0cc8b322534dc99e72ed41fa666879~mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_7d0cc8b322534dc99e72ed41fa666879~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_7d0cc8b322534dc99e72ed41fa666879_mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_7d0cc8b322534dc99e72ed41fa666879_mv2.jpg	(from https://www.testrina.com/work)
17:08:08	1970/1970	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:30%20GMT	https://static.wixstatic.com/media/4c2a10_f6824dc81fa847399433729652064bbc~mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_f6824dc81fa847399433729652064bbc~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_f6824dc81fa847399433729652064bbc_mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_f6824dc81fa847399433729652064bbc_mv2.jpg	(from https://www.testrina.com/work)
17:08:39	2732/2732	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:31%20GMT	https://static.wixstatic.com/media/4c2a10_4ffacf8c1d2040fea486b57301e77f57~mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_4ffacf8c1d2040fea486b57301e77f57~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_4ffacf8c1d2040fea486b57301e77f57_mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_4ffacf8c1d2040fea486b57301e77f57_mv2.jpg	(from https://www.testrina.com/work)
17:08:40	12309/12309	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:31%20GMT	https://static.wixstatic.com/media/4c2a10_f6824dc81fa847399433729652064bbc~mv2.jpg/v1/fill/w_248,h_248,q_90,enc_avif,quality_auto/4c2a10_f6824dc81fa847399433729652064bbc~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_f6824dc81fa847399433729652064bbc_mv2.jpg/v1/fill/w_248,h_248,q_90,enc_avif,quality_auto/4c2a10_f6824dc81fa847399433729652064bbc_mv2.jpg	(from https://www.testrina.com/work)
17:08:41	13237/13237	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:31%20GMT	https://static.wixstatic.com/media/4c2a10_4ffacf8c1d2040fea486b57301e77f57~mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_4ffacf8c1d2040fea486b57301e77f57~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_4ffacf8c1d2040fea486b57301e77f57_mv2.jpg/v1/fill/w_249,h_248,q_90,enc_avif,quality_auto/4c2a10_4ffacf8c1d2040fea486b57301e77f57_mv2.jpg	(from https://www.testrina.com/work)
17:08:42	30988/30988	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:32%20GMT	https://static.wixstatic.com/media/4c2a10_7f49790f97b14ed0b0dbd516b029e9ea~mv2.jpg/v1/fill/w_248,h_248,q_90,enc_avif,quality_auto/4c2a10_7f49790f97b14ed0b0dbd516b029e9ea~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_7f49790f97b14ed0b0dbd516b029e9ea_mv2.jpg/v1/fill/w_248,h_248,q_90,enc_avif,quality_auto/4c2a10_7f49790f97b14ed0b0dbd516b029e9ea_mv2.jpg	(from https://www.testrina.com/work)
17:09:17	2139/2139	U-----	200	untouched ('')	image/jpeg	date:Thu,%2006%20Mar%202025%2021:28:31%20GMT	https://static.wixstatic.com/media/4c2a10_f8e6a9f58f524a5181c36cab7f1dca88~mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_f8e6a9f58f524a5181c36cab7f1dca88~mv2.jpg	C:/My%20Web%20Sites/Portoflio/static.wixstatic.com/media/4c2a10_f8e6a9f58f524a5181c36cab7f1dca88_mv2.jpg/v1/fill/w_250,h_250,q_30,blur_30/4c2a10_f8e6a9f58f524a5181c36cab7f1dca88_mv2.jpg	(from https://www.testrina.com/work)
17:09:20	2487/2487	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Mar%202025%2022:09:18%20GMT	https://www.testrina.com/api/	C:/My%20Web%20Sites/Portoflio/www.testrina.com/api/index.html	(from https://www.testrina.com/work)
17:09:21	131854/131854	U-----	200	untouched ('')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	C:/My%20Web%20Sites/Portoflio/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://www.testrina.com/work)
17:09:24	2487/2487	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Mar%202025%2022:09:20%20GMT	https://www.testrina.com/envelope/	C:/My%20Web%20Sites/Portoflio/www.testrina.com/envelope/index.html	(from https://www.testrina.com/work)
